image_name,caption
1042020065_fb3d3ba5ba.jpg,A young boy wearing a jersey looks down over a ledge at many boats in the water .
1042590306_95dea0916c.jpg,Guy in blue shirt biting hand of girl in black striped jacket while another guy watches
1045521051_108ebc19be.jpg,Someone is laying in front of the TV eating food .
1048710776_bb5b0a5c7c.jpg,Several young people sitting on a rail above a crowded beach .
1052358063_eae6744153.jpg,Two skateboarders .
105342180_4d4a40b47f.jpg,A woman with a paddle sits in a boat on the water .
1053804096_ad278b25f1.jpg,A young girl in pigtails plays in the water .
1055623002_8195a43714.jpg,Four children are having a pillow fight .
1055753357_4fa3d8d693.jpg,Two men take a break from construction .
1056249424_ef2a2e041c.jpg,Two kids are running and playing in some water .
1056338697_4f7d7ce270.jpg,The woman in the blue dress is holding out her arm at oncoming traffic .
1056359656_662cee0814.jpg,Child sitting down looking at train ride brochure
1056873310_49c665eb22.jpg,Two dogs run towards each other on a rocky area with water in the background .
1057089366_ca83da0877.jpg,The boy is jumping off a high diving board into the pool .
1057210460_09c6f4c6c1.jpg,The man is putting on his shirt near an elevator .
1057251835_6ded4ada9c.jpg,Light brown dog running along the beach .
106490881_5a2dd9b7bd.jpg,The boy is playing on the shore of an ocean .
106514190_bae200f463.jpg,A skier pauses on a mountaintop .
1067180831_a59dc64344.jpg,A dog jumps to catch a toy .
1067675215_7336a694d6.jpg,A shirtless man is laying down in the middle of a busy street .
1067790824_f3cc97239b.jpg,Two large dogs chasing each other at the beach .
1072153132_53d2bb1b60.jpg,A multicolor dog jumping to catch a tennis ball in a grassy field .
107318069_e9f2ef32de.jpg,Seven large balloons are lined up at nighttime near a crowd .
1075716537_62105738b4.jpg,The young boy pedals quickly at a BMX race .
107582366_d86f2d3347.jpg,A group of people sitting at a table in a darkened room .
1075867198_27ca2e7efe.jpg,Man at the beach with two dogs .
1075881101_d55c46bece.jpg,A person covered in soapy water is getting cleaned off .
1077546505_a4f6c4daa9.jpg,A child is falling off a slide onto colored balloons floating on a pool of water .
1077931201_1e0bb83105.jpg,"""While water droplets fly , a man throws a little boy up in the air ."""
1079274291_9aaf896cc1.jpg,two young boys making silly faces .
10815824_2997e03d76.jpg,Two people and two horses watching a fire .
1082252566_8c79beef93.jpg,Three dogs of various sizes .
1082379191_ec1e53f996.jpg,A shirtless man and a woman sitting on a dock .
1084040636_97d9633581.jpg,A white dog rests its head on the patio bricks .
1084104085_3b06223afe.jpg,Woman climbing an artificial rock wall .
1087168168_70280d024a.jpg,Two young kids are playing in the water on an inflated toy .
1087539207_9f77ab3aaf.jpg,The four kids are riding on an ATV in a field .
1088767354_2acee738cf.jpg,Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress .
108898978_7713be88fc.jpg,Two skiers are sliding down a trail in the woods .
108899015_bf36131a57.jpg,Two people climbing up a snowy mountain .
1089181217_ee1167f7af.jpg,Energetic brown dog running
1089755335_0bfbfd30e6.jpg,Woman with three children fishing over boardwalk in the evening .
109202756_b97fcdc62c.jpg,Woman n blue jacket sits on daft horse near a frozen lake .
109202801_c6381eef15.jpg,Two horses pulling a sled steered by a smiling blond woman .
109260216_85b0be5378.jpg,A person wearing a red vest climbs up a steep rock .
109260218_fca831f933.jpg,Three rock climbers are posing on big rocks .
1093716555_801aacef79.jpg,The group of hikers is resting in front of a mountain .
1093737381_b313cd49ff.jpg,A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk .
1094462889_f9966dafa6.jpg,The brown dog is out in the snow .
1095476286_87d4f8664e.jpg,A young boy is jumping through water being sprayed up from the ground .
1095580424_76f0aa8a3e.jpg,The small brown and white dog is running out of a small tunnel .
1095590286_c654f7e5a9.jpg,two dogs running around
1095980313_3c94799968.jpg,The little girl in the blue bathing suit is posing at the beach .
1096097967_ac305887b4.jpg,A white and black dog is jumping into a pool .
1096165011_cc5eb16aa6.jpg,The boys smiles underwater at the pool .
1096395242_fc69f0ae5a.jpg,Boy with toy gun pointed at the camera .
109671650_f7bbc297fa.jpg,Child stands near edge of cliff .
109738763_90541ef30d.jpg,The man is up in the air .
109738916_236dc456ac.jpg,Two helmeted men sit on yellow snowmobiles while another man stands behind watching .
109823394_83fcb735e1.jpg,Three people ride their four wheelers through the field .
109823395_6fb423a90f.jpg,Man on an ATV catching air !
109823397_e35154645f.jpg,Man on four wheeler in the air .
1100214449_d10861e633.jpg,A little boy is playfully jumping off the side of a fountain .
1104133405_c04a00707f.jpg,Small boy carries a soccer ball on a field .
1105959054_9c3a738096.jpg,The child paints on a large paper with water colors .
110595925_f3395c8bd6.jpg,The biker is riding around a curve in the road .
1107246521_d16a476380.jpg,A large black dog is playing in a grassy yard .
1107471216_4336c9b328.jpg,There is a kid with a gun .
1110208841_5bb6806afe.jpg,An agile dog catches a Frisbee while a crowd of onlookers watches closely .
1112212364_0c48235fc2.jpg,Toddler sits on a pile of rocks .
111497985_38e9f88856.jpg,The person in the striped shirt is mountain climbing .
111537217_082a4ba060.jpg,The young man with the white t-shirt and jeans is rappeling up the rock wall .
111537222_07e56d5a30.jpg,Person with blue helmet and purple pants is rock climbing .
1115565519_d976d4b1f1.jpg,The little girl is playing with a toy in a public fountain .
1115679311_245eff2f4b.jpg,An animal is running on the beach .
111766423_4522d36e56.jpg,The small bird is clinging to a finger of the hand holding the seeds .
1117972841_2b9261f95f.jpg,A dog running fast in the sand .
1118557877_736f339752.jpg,A young child splashing in water .
1119015538_e8e796281e.jpg,this is a small beige dog running through a grassy field
1119418776_58e4b93eac.jpg,A dog with its mouth open running through a field torwards the camera .
1119463452_69d4eecd08.jpg,Smiling little girl swimming in outdoor pool .
1121416483_c7902d0d49.jpg,The girl is upside down on a bed
112178718_87270d9b4d.jpg,Man is standing on white sand and holding a snowboard .
112243673_fd68255217.jpg,Three people ride off-road bikes through a field surrounded by trees .
1122944218_8eb3607403.jpg,Baby in white outfit holding black and white flag .
1124448967_2221af8dc5.jpg,"""Topless old man wearing slippers , navy blue pants and a white hat while reclining in a chair outside ."""
1129704496_4a61441f2c.jpg,Two dogs tug at a chew toy in the surf .
1130017585_1a219257ac.jpg,Three young women pose for the camera at a parade .
1130369873_d80a1aa59c.jpg,"""Brown dog with tennis ball in mouth , in water and bushes ."""
1130401779_8c30182e3e.jpg,Two dogs splash through the water .
1131155939_b4b457b05e.jpg,"""A pile of seaweed sits on the sand , behind it a big black dog is running in the water ."""
1131340021_83f46b150a.jpg,Young boy running outside on the pavement .
1131800850_89c7ffd477.jpg,The large brown and white dog shakes off water .
1131804997_177c3c0640.jpg,Two older men with backpacks sit at a bus station .
1131932671_c8d17751b3.jpg,The boy in blue shorts is bouncing on the bed .
1132772170_600610c5df.jpg,Man standing in the bedroom with little boy jumping into bed .
113678030_87a6a6e42e.jpg,"""Two skiers stand , two sit on slopes ."""
1138784872_69ade3f2ab.jpg,The child in the green one piece suit is walking past a store window .
114051287_dd85625a04.jpg,A young boy gets out of the van and prepares his shoes for wear during a soccer game .
1141718391_24164bf1b1.jpg,Woman and man walking across wooden rope bridge with a caution sign beside it .
1141739219_2c47195e4c.jpg,Two women and four children standing next to a brightly painted truck .
1142283988_6b227c5231.jpg,Two people are hugging and one is wearing a pink-hooded stretch top .
1142847777_2a0c1c2551.jpg,A woman wearing a blue helmet rides her bicycle in a parking lot .
1143373711_2e90b7b799.jpg,a man wearing a helmet riding his bicycle down the street .
1143882946_1898d2eeb9.jpg,Women with bike and helmet wait for traffic .
1144288288_e5c9558b6a.jpg,A woman wearing a white hat and shirt is jogging down a street with a plant store on the corner .
1148238960_f8cacec2fc.jpg,three bikers stop in town .
1149179852_acad4d7300.jpg,The shirtless man is walking the Shetland pony and carriage down the street .
114949897_490ca7eaec.jpg,Three people put up a batting cage .
1151466868_3bc4d9580b.jpg,The little girl splashes through the water .
1153704539_542f7aa3a5.jpg,Girl wearing blue shirt and black shorts plays trumped outside .
1155138244_859fd6e079.jpg,Woman dressed in a green hat and apron is holding a try full of drink samples .
115684808_cb01227802.jpg,Three people in the snow put their gear in order .
1159574340_99ba8c3c59.jpg,The man takes a leap into the water with his shoes on .
1160034462_16b38174fe.jpg,White haired man in gray sweater and a straw hat sitting on a bench under a tree .
1160441615_fe6b3c5277.jpg,Three women walk through a plant covered atrium hallway .
1163282319_b729b24c46.jpg,The little girl sits on top of a rock .
116409198_0fe0c94f3b.jpg,Young man in hooded jacket sitting on snow in mountain area .
1164131282_b30926f332.jpg,Two dogs wrestle in a field .
1164765687_7aca07bbe7.jpg,A man playing with his dog on the blanket on the floor .
1167662968_e466f1e80a.jpg,Young man with a nose ring and a hat .
1167669558_87a8a467d6.jpg,This man is smiling very big at the camera .
1167908324_8caab45e15.jpg,A man stands next to three video machines .
1169307342_e7a4685a5c.jpg,Two dogs running and playing rough in the grass .
1174525839_7c1e6cfa86.jpg,The girls is jumping into the air on the beach .
1174629344_a2e1a2bdbf.jpg,People in summer clothes are walking on the sidewalk of a large city .
1176580356_9810d877bf.jpg,The brown and black dog is jumping up to catch a red ball .
1177994172_10d143cb8d.jpg,Two young boys are squirting water at each other .
1178705300_c224d9a4f1.jpg,A tan colored dog leaps into the inground pool .
118187095_d422383c81.jpg,Two kids being pushed in car shaped strollers in a parade .
118309463_a532b75be9.jpg,Three boys wearing Florida Marlins hats .
1184967930_9e29ce380d.jpg,A dog walks through a field .
1187435567_18173c148b.jpg,Terrier dog playing with toy on blanket
1187593464_ce862352c6.jpg,The dog carrying a long stick in its mouth .
1189977786_4f5aaed773.jpg,Two dogs jumping into a swimming pool .
1191338263_a4fa073154.jpg,"""A woman with an umbrella is sitting at a station , with an Aquos commercial on the wall ."""
1193116658_c0161c35b5.jpg,There is a girl on a unicycle and a child on a scooter .
119534510_d52b3781a3.jpg,Person sitting on concrete landing next to body of water
1197800988_7fb0ca4888.jpg,People eat under green trees .
1198194316_543cc7b945.jpg,A woman with a floral shirt and purse and a man with a black shirt are walking while another man walks behind them .
1204996216_71d7519d9a.jpg,A little boy lies down on a picnic table bench .
1206506157_c7956accd5.jpg,Two large brown dogs are playing in the grass .
1207159468_425b902bfb.jpg,a young man wearing a blue shirt with a strange white building in the background
1211015912_9f3ee3a995.jpg,Children at a park .
1213336750_2269b51397.jpg,Young man takes picture of another young man in front of church .
1215334959_b1970965f7.jpg,Taking a break while vacationing at the beach
121800200_bef08fae5f.jpg,"""The flat side of a large , rocky mountain ."""
121971540_0a986ee176.jpg,Two people stand on the side of a large white and red boat .
1220401002_3f44b1f3f7.jpg,Two young girls playing together .
1222322358_225067636e.jpg,A young boy plays on a swing .
1224851143_33bcdd299c.jpg,A young child holds a spoon to its mouth while sitting in a chair .
1225443522_1633e7121f.jpg,A woman walks down a city sidewalk at night .
1227655020_b11a1bb112.jpg,Two dogs wrestle together in the long grass .
1229756013_94663527d7.jpg,A dog leaps into the air in a grassy field surrounded by trees .
1231229740_8dcbf80bfb.jpg,a young baby sucking a Binky asleep in a chair .
1232148178_4f45cc3284.jpg,There is a little blond hair girl with a green sweatshirt and a red shirt playing on a playground .
1234293791_6566284bcd.jpg,The little girl is riding in a brown horse .
1234817607_924893f6e1.jpg,Vendor selling drinks in a stall .
1235580648_7eebaed9bc.jpg,Two people wearing hats sit and look at the camera .
1235681222_819231767a.jpg,Three people sit waiting in a lobby .
1235685934_be89b231fb.jpg,"""There are two men with sunglasses , one of which is wearing a hat and a backpack ."""
1236951314_0308dc4138.jpg,A young boy jumps in a swimming pool towards a bald man in the water .
1236964638_1808784a3c.jpg,"""Child flips off pool diving board , man and another tumbling child at poolside ."""
1237985362_dbafc59280.jpg,There is a woman holding her baby daughter while the daughter claps .
123889082_d3751e0350.jpg,Two dogs are playing together on green grass .
123997871_6a9ca987b1.jpg,Women play lacrosse .
1240297429_c36ae0c58f.jpg,The dog in a vest leaps in the air and there is a bird flying .
124195430_d14028660f.jpg,A thin brown horse standing and a small black horse sitting on sand .
1244140539_da4804d828.jpg,A small dog shakes its head on a white shag carpet .
1244306891_8e78ae1620.jpg,The three girls sat on the beach .
1244485675_822e6efe60.jpg,The young asian boy looks at his reflection in the park .
1245022983_fb329886dd.jpg,The little girl in pink has her hands on her hips .
1247181182_35cabd76f3.jpg,The man is sitting at the top of a rocky mountain .
1248357227_2b4175fc39.jpg,Three children stand next to a lake with their reflections on the water .
1248734482_3038218f3b.jpg,Girl in pink shirt with white writing lying in grass .
124881487_36e668145d.jpg,The mountain biker in blue rides down a rocky path .
1248940539_46d33ed487.jpg,Three young girls dance on the beach in the sand .
1248953128_24c9f8d924.jpg,Young girl in blue dress stepping over a soccer ball .
124972799_de706b6d0b.jpg,Black and brown dog growling at brown cat hiding under wooden bench .
1251558317_4ef844b775.jpg,A woman and little boy sits on a police motorcycle .
1252396628_eb81d3905b.jpg,A motorcycle racer in a red jumpsuit and helmet rides up a dirt hill .
1252787177_4b08625897.jpg,Three pairs of women 's underwear are hanging on a wire under an awning .
125319704_49ead3463c.jpg,"""Two people , in bike gear , stand with bicycles near a rocky waterbed ."""
1253264731_e7c689eca5.jpg,"""Two girls , one in overalls , holding on to a fence with water behind them ."""
1253275679_e955fb7304.jpg,"""Young boy with a black """" ADHD """" t-shirt nodding off"""
1255504166_f2437febcb.jpg,A young boy plays in the water with the mountains in the background .
1258913059_07c613f7ff.jpg,Three people sit at a picnic table outside of a building painted like a union jack .
1259936608_e3f0064f23.jpg,Two kids playing in a fountain at a water park .
1260816604_570fc35836.jpg,The lady in the red car is crossing the bridge .
1262077938_8b9516c273.jpg,A young woman with a black purse sits on a wooden bench .
1262454669_f1caafec2d.jpg,Woman sitting on bench and holding the leash of a large white and brown dog .
1262583859_653f1469a9.jpg,A man riding a bike wearing a green shirt with a drink in his hand .
1263126002_881ebd7ac9.jpg,Baby with blonde pigtails in yellow room attempting to climb out of green playpen .
1263801010_5c74bf1715.jpg,View from the summit
1267711451_e2a754b4f8.jpg,A dog trots across the ground with a large stick in his mouth .
1269470943_ba7fc49b4d.jpg,The little boy fell face first into the grass while playing football .
1271210445_7f7ecf3791.jpg,"""Woman and four little girls , near cake with candles ."""
1271960365_e54033f883.jpg,Two dogs are playing on a hardscape .
1273001772_1585562051.jpg,Children and adults play with a sprinkler .
127450902_533ceeddfc.jpg,The sun is almost behind the snowy mountains .
127488876_f2d2a89588.jpg,Two men looking into the distance on a golf course .
127490019_7c5c08cb11.jpg,A woman wearing blue begins a golf swing .
1277185009_06478dd457.jpg,A topless person with a backpack is shown against on a pile of rocks with a cloudy background .
1277743944_f4e8c78403.jpg,"""Young boy in red runs on beach and passes white , blue and green beach huts ."""
1280147517_98767ca3b3.jpg,The waterskier does a flip behind a boat .
1280320287_b2a4b9b7bd.jpg,Two younger people are being pulled on watercraft behind a boat .
1282392036_5a0328eb86.jpg,Two women crouch near a small child at a medieval fair .
12830823_87d2654e31.jpg,There are several people and children looking into water with a blue tiled floor and goldfish .
1285067106_2adc307240.jpg,The young Ohio baseball player contemplates his pitch .
1285874746_486731a954.jpg,"""The back of a lady wearing a blue halter top is shown , a crowd in the distance ."""
1286408831_05282582ed.jpg,The boy is climbing .
1287064529_aa4e4f3c31.jpg,A husky dog wearing the gear to pull a sled .
1287073593_f3d2a62455.jpg,The man is mushing his dogs on a snow trail
1287475186_2dee85f1a5.jpg,Little boy sitting in water with a fountain coming up through his lap .
1287920676_d21a0b289b.jpg,The dogs are joined together with a red harness .
1287931016_fb015e2e10.jpg,two dogs stand in the snow .
1287982439_6578006e22.jpg,A dog with a collar running through the water
1288909046_d2b2b62607.jpg,A dog takes a leap of faith as he jumps into a pool to grab an orange toy .
128912885_8350d277a4.jpg,The dog is playing with a red ball .
1289142574_2bd6a082dd.jpg,The boy hops from one picnic table to the other in the park .
1290894194_8a4ffdc7eb.jpg,a woman with a brown dog is talking to a toddler who is sat on the ground .
1294578091_2ad02fea91.jpg,"""Standing man on phone with seated woman writing , near artist 's outdoor display ."""
1295669416_21cabf594d.jpg,A woman in semi-formal attire is sitting on a concrete wall .
1295671216_cde1b9c9d1.jpg,A person in jeans and a blue sweatshirt aims a camera while standing near a crowd of people .
1295698260_e10c53c137.jpg,The woman in glasses is holding a red and white sale bag .
129599450_cab4e77343.jpg,A person hikes on a mountain .
1296412797_85b6d2f8d6.jpg,The little girl is being swung around by her arms .
1296770308_3db2022f5a.jpg,"""There a several people in a dark bar-type room , including one girl on a stool ."""
1298295313_db1f4c6522.jpg,A boy is holding his nose and jumping off a diving board backwards into a lake .
1298866571_b4c496b71c.jpg,Man in suit is using his cellphone while sitting on a train .
1299459550_1fd5594fa2.jpg,The boy in swim trunks is laying face down on a watery pavement .
1299459562_ed0e064aee.jpg,Three shirtless boys are playing in the water .
1301140633_046e4e8010.jpg,The boy has blonde hair and a dirty face .
130211457_be3f6b335d.jpg,Two woman posing with a guy .
1302657647_46b36c0d66.jpg,A man swinging on the monkey bars
1303335399_b3facd47ab.jpg,The small boy is sliding down a pool slide and is about to hit the water .
1303548017_47de590273.jpg,The girl with the green tank top and grey shorts is standing in the middle of the empty railroad track .
1303550623_cb43ac044a.jpg,Girl is standing out on the train tracks .
1303727066_23d0f6ed43.jpg,The T-shirt worn by the man has a bright orange peace symbol on the back .
1303727828_d1052ee341.jpg,The person wearing earrings is wearing a feathered hat .
1304100320_c8990a1539.jpg,Two gray dogs run through a field of pink heather .
1304961697_76b86b0c18.jpg,Two young kids wakeboarding with one hand each in the air .
1305564994_00513f9a5b.jpg,Two people in racing uniforms in a street car .
1306145560_1e37081b91.jpg,The dog is swimming with the ball .
1307635496_94442dc21a.jpg,A young boy is walking in a grassy field .
1308472581_9961782889.jpg,The girl with the blue bucket splashes beneath the pier .
1308617539_54e1a3dfbe.jpg,The little boy runs into the ocean .
1309330801_aeeb23f1ee.jpg,Two girls jumping on a trampoline in a backyard .
1311132744_5ffd03f831.jpg,A dog with red collar is running in the field .
1311388430_4ab0cd1a1f.jpg,Someone is suspended from electrical wires .
1312020846_5abb4a9be2.jpg,two small tan puppies walking on a stone path
1312227131_771b5ed201.jpg,Two dogs walk through the snow .
1312954382_cf6d70d63a.jpg,The girl is wearing a green dress and holding a hello kitty balloon .
1313693129_71d0b21c63.jpg,Two people stand by the water 's edge .
1313961775_824b87d155.jpg,The little girl is wearing a floating device in the water .
1316247213_1d2c726dd5.jpg,The little girl smiles at the camera with her eyes closed .
131632409_4de0d4e710.jpg,Young woman in a bikini top on the beach .
1317292658_ba29330a0b.jpg,A boy wearing black swimming trunks is standing in a fountain .
1319634306_816f21677f.jpg,The dog is sitting on the side of the hill .
1321723162_9d4c78b8af.jpg,Two people go ice skating in a rink .
1321949151_77b77b4617.jpg,Two tired children rest on couches at an art museum while the adults around them view the art .
1322323208_c7ecb742c6.jpg,Two young children playing with sticks at the beach .
1324816249_86600a6759.jpg,A tan dog walks along a grassy path with his long pink tongue hanging out .
132489044_3be606baf7.jpg,A young man in a suit and tie leans against a railing to take a nap on public transit .
1329832826_432538d331.jpg,This is a picture of a Broadway Rite Aid Pharmacy that has a bright neon sign and people are prepared to cross the street in front of it .
1330645772_24f831ff8f.jpg,A large black and white dog is running through a grassy field .
133189853_811de6ab2a.jpg,"""One men is laughing while being kissed on the cheek by another man , both men are wearing formal wear"""
1332208215_fa824f6659.jpg,Two men and one woman are sitting in a subway train .
1332492622_8c66992b62.jpg,People walking in brightly-colored building .
1332722096_1e3de8ae70.jpg,Two young ladies in green boots are walking through an urban area while an older lady wearing black shoes follows them .
1332815795_8eea44375e.jpg,a young baby girl wearing a white outfit swinging in a baby swing
1332823164_c70a5d930e.jpg,Woman standing on the shore of a beach .
1333888922_26f15c18c3.jpg,The sun breaks through the trees as a child rides a swing .
1334892555_1beff092c3.jpg,Two young girls with sponge bats being to play while an older girl is acting as the referee .
1335617803_4fbc03dab0.jpg,Two boys wearing matching blue polo shirts strike a goofy pose .
1337792872_d01a390b33.jpg,The little girl is wearing a denim dress and holding a brown teddy bear .
1338523142_57fce8229b.jpg,The man climbs through the rocks and snow .
133905560_9d012b47f3.jpg,Two yellow labs are playing in the snow .
1339596997_8ac29c1841.jpg,Three women with head scarves and long skirts .
1341787777_4f1ebb1793.jpg,"""Brown dog on grass , drinking water spray from left side of frame ."""
1342766791_1e72f92455.jpg,The boy is trying to push another up a pole .
1342780478_bacc32344d.jpg,Man stands between concrete barriers near a donut shop .
1343426964_cde3fb54e8.jpg,a young man wearing swimming goggles wearing a blue shirt with a pirate skull on it
1346051107_9cdc14e070.jpg,The man is standing next to a fire hydrant and playing a saxophone .
1346529555_e916816cfe.jpg,A Yorkie jumped into the air to catch a red ball in its mouth .
134724228_30408cd77f.jpg,Two young women walk along a dirt road .
1347519824_e402241e4f.jpg,Two woman wearing statue of liberty hats get their picture taken in a subway .
1348113612_5bfc5f429e.jpg,A dog swims in a pool .
1348304997_afe60a61df.jpg,The young child with red hair bounced on the trampoline .
1348891916_ebd4413033.jpg,Brown dog running through shallow water .
134894450_dadea45d65.jpg,The boy is jumping in the woods .
1348947380_14f0fc1237.jpg,An old man holding a camera while walking a small brown dog .
1348957576_c4a78eb974.jpg,Two people sitting beside a few small boats .
1350811702_2ce7cfd0c5.jpg,"""Young boy wearing waders standing on a dock fishing , other people are in the background ."""
1350948838_fdebe4ff65.jpg,Black and white dog leaps away from camera into pool .
1351315701_6580b51c41.jpg,"""Two dogs racing in a field , with people looking on ."""
1351764581_4d4fb1b40f.jpg,Firefighter uses water to extinguish a car that was on fire .
135235570_5698072cd4.jpg,A man tries to catch a football on grass surrounded by American flags .
1352398363_9cc8ffcce9.jpg,A young boy in a pullup is covered in marker ink .
1352410176_af6b139734.jpg,Girl walking along the tops of wooden posts set into sand on a beach .
1354318519_2f9baed754.jpg,A child in front of his own reflection turning towards the camera and smiling .
1355450069_c0675b0706.jpg,There is a rock climber holding on and climbing to the top of a very large rock .
1355703632_5683a4b6fb.jpg,Young girl playing softball with white house in background
1355833561_9c43073eda.jpg,"""At a beach , a man in an orange vest tosses a young child into the air ."""
1355935187_2c99648138.jpg,White dog leaving blue-striped tent .
1355945307_f9e01a9a05.jpg,The red car has the number seven on the side in a white circle .
1356543628_c13ebe38fb.jpg,Young girl carrying camping gear and a stuffed brown dog .
1356796100_b265479721.jpg,A young girl 's face looking through leaves .
1357689954_72588dfdc4.jpg,Young boy in climbing harness scaling a climbing wall .
1357724865_4faf4e1418.jpg,The man stands in a body of water near a waterfall .
1357753846_6185e26040.jpg,A black dog walks through some water .
1358089136_976e3d2e30.jpg,A young man in shorts and t-shirt is snowboarding under a bright blue sky .
1358892595_7a37c45788.jpg,The dog is carrying a toy through the grass .
1359101233_16c2c150e3.jpg,The dog in the red vest runs in the field .
1361420539_e9599c60ae.jpg,The black dog is walking through the tall grass .
1362128028_8422d53dc4.jpg,Three little boys take a bath in a rubber bin on the grass .
1363843090_9425d93064.jpg,A dog walking through a stream carrying a white towel in its mouth
1363924449_487f0733df.jpg,The blond boy wearing a striped shirt is walking through the grass .
136552115_6dc3e7231c.jpg,The bike rider jumps off a rock .
136639119_6040b00946.jpg,Climber on rock formation using ropes .
136644343_0e2b423829.jpg,Young boy swinging on a tire swing .
136644885_f7d2bbf546.jpg,three people are crossing a rope bridge hung between pine trees .
1368338041_6b4077ca98.jpg,Two white dogs look at one black dog on a paved walkway .
1368383637_614646cc4a.jpg,Two people look over a terrace wall .
136886677_6026c622eb.jpg,Two paddlers propel a canoe down a tree-lined stream .
1370615506_2b96105ca3.jpg,Two people stand outside a wine shop .
1370773415_967b1ffde1.jpg,Two people stand outside a restaurant in the city .
1377668044_36398401dd.jpg,The dog is jumping for the item the man is holding above his head .
1378557186_4bd1da6834.jpg,The man is aiming to shoot something while his dog watches .
1379026456_153fd8b51b.jpg,Man sitting with headphones at a laptop .
1383698008_8ac53ed7ec.jpg,The man is performing a trick on a snowboard high in the air .
1383840121_c092110917.jpg,The dog is laying on a bed with a blue sheet .
1384292980_4022a7520c.jpg,Two young women walk past a door in a white wall .
1386251841_5f384a0fea.jpg,Woman looking at dresses in window of a clothing store .
1386964743_9e80d96b05.jpg,Small child with black hair standing in car track near sunflowers .
138705546_be7a6845dd.jpg,Two little girls in pink bathing suit tops sit on rocks by the water .
138718600_f430ebca17.jpg,Two women sitting in the grass with their bikes behind them .
1387443857_602ab6f9bf.jpg,Two old men sitting on the dock .
1387461595_2fe6925f73.jpg,two men in hi-viz jackets are talking to a man in suit next to the Penzance welcome sign that is carved into a rock .
1387785218_cee67735f5.jpg,a young child carrying a doll in a stroller
1388346434_524d0b6dfa.jpg,Man leaning on ledge of a balcony .
1388373425_3c72b56639.jpg,This woman is smiling and talking on the phone while sitting on a stone wall .
1388970365_162edcceb4.jpg,Two black dogs and one brown dog in tall grass .
1389264266_8170bc1c54.jpg,Two young girls wearing goth clothes .
1389323170_d1c81d6b51.jpg,Woman sitting on a turquoise bench with a pillow and a bag near a restaurant .
1389651420_8d95d8f6ed.jpg,The small boy is excited he will be riding a go-cart .
1390268323_2c8204e91c.jpg,"""Two young boys , wearing just underwear , climb around a vehicle ."""
1392272228_cf104086e6.jpg,A dog retrieves a branch from on a beach .
1394368714_3bc7c19969.jpg,A person holding a small dog on a leash is bending over and looking through items .
1394396709_65040d97ab.jpg,The Irish Setter is retrieving a flashlight from the pond .
1394599090_fe0ba238f0.jpg,Small boy wearing a blue shirt being brought up out of water by man in white shirt and wearing glasses .
1394620454_bf708cc501.jpg,An elderly man is posing in front of some rock formations .
